seller,units_sold,avg_selling_price,avg_market_value,avg_profit
beverly hills llc,22,33011.36,34211.36,-1200.0
parker auto credit,1,1300.0,2500.0,-1200.0
nissan of visalia,1,4800.0,6000.0,-1200.0
texas auto credit solutions,1,950.0,2150.0,-1200.0
byond automotive ltd,1,2800.0,4000.0,-1200.0
rpm motors,1,27600.0,28800.0,-1200.0
a & t auto sales llc,1,1000.0,2200.0,-1200.0
logix federal credit union,15,10613.33,11813.33,-1200.0
jay pontiac buick,1,24900.0,26100.0,-1200.0
chris s century car co llc,1,7400.0,8600.0,-1200.0
south lake rv,1,14300.0,15500.0,-1200.0
titlemax/mt vernon va1,1,4200.0,5400.0,-1200.0
shelly bmw,1,34500.0,35700.0,-1200.0
a2z auto sales,1,13900.0,15100.0,-1200.0
alex's autobody repair & sales,1,21000.0,22200.0,-1200.0
cornerstone credit union,1,7000.0,8200.0,-1200.0
best car financial inc,1,20200.0,21400.0,-1200.0
miscellaneous marshalling-manheim lakeland,35,6445.71,7642.86,-1197.14
auto credit acceptance,5,9520.0,10715.0,-1195.0
barberas autoland,16,9284.37,10478.13,-1193.75
bmw of manhattan inc,126,16459.13,17651.79,-1192.66
northwoods automotive,3,2766.67,3958.33,-1191.67
lithia toyota of abilene,12,6925.0,8114.58,-1189.58
orange motor co inc,6,5725.0,6912.5,-1187.5
doan dodge chry jeep,2,9300.0,10487.5,-1187.5
southeastern federal credit union,2,7600.0,8787.5,-1187.5
heritage acceptance corporation,4,2025.0,3212.5,-1187.5
remktgedge/cars/auto one acceptance,7,11700.0,12885.71,-1185.71
granby chrysler inc,5,5690.0,6875.0,-1185.0
ultra auto enterprise inc,10,6240.0,7425.0,-1185.0
united auto credit/hurst,111,3103.15,4287.16,-1184.01
bristol toyota  inc.,3,1766.67,2950.0,-1183.33
dealers finance,3,4866.67,6050.0,-1183.33
healey ford lincoln mercury llc,23,9367.83,10551.09,-1183.26
florida fine cars inc,28,9758.04,10940.18,-1182.14
elk river ford merc,7,5314.29,6496.43,-1182.14
title lenders inc,4,2500.0,3681.25,-1181.25
value cars inc,5,3920.0,5100.0,-1180.0
grace motors,251,19654.08,20833.17,-1179.08
bmw of freehold,59,12193.22,13370.76,-1177.54
apple honda isuzu chrysler plymouth,12,10516.67,11693.75,-1177.08
remarketing by ge/manheim phoenix,67,9070.15,10245.9,-1175.75
remarketing by ge/point breeze credit union,9,5750.0,6925.0,-1175.0
citizens state bank,1,2100.0,3275.0,-1175.0
auto sales express inc,2,3300.0,4475.0,-1175.0
poirier hyundai,1,7900.0,9075.0,-1175.0
a&a financial,1,1450.0,2625.0,-1175.0
lafayette federal credit union,1,5400.0,6575.0,-1175.0
home financial service,1,2900.0,4075.0,-1175.0
premier partners inc.,9,7255.56,8430.56,-1175.0
9207 5787 quebec inc,2,4100.0,5275.0,-1175.0
repossess auto,6,2491.67,3666.67,-1175.0
diamonds group llc,3,1033.33,2208.33,-1175.0
auto boutique,2,9650.0,10825.0,-1175.0
source one adj of ohio inc/skipco,6,6383.33,7558.33,-1175.0
nexxt auto group inc,3,2666.67,3841.67,-1175.0
g & s sales company,1,2000.0,3175.0,-1175.0
north lily auto sales llc,2,34375.0,35550.0,-1175.0
bravo car care inc,1,2350.0,3525.0,-1175.0
poulos young automotive,1,6000.0,7175.0,-1175.0
buy smart motors llc,1,1700.0,2875.0,-1175.0
mall chevrolet inc,2,20750.0,21925.0,-1175.0
jaguar motors inc,2,7650.0,8825.0,-1175.0
excalibur auto & marine,3,966.67,2141.67,-1175.0
suburban infiniti inc,1,3000.0,4175.0,-1175.0
veracity motors inc,1,5700.0,6875.0,-1175.0
titlemax/san antonio-tx2,2,2200.0,3375.0,-1175.0
browns auto sales,1,1500.0,2675.0,-1175.0
stevenson toyota,1,7500.0,8675.0,-1175.0
volkswagen of stockton,5,6980.0,8155.0,-1175.0
primeritus remarketing/cu recovery,50,7218.0,8392.5,-1174.5
1st national bank of scotia,9,10377.78,11550.0,-1172.22
paul miller inc,7,22264.29,23435.71,-1171.43
bristol county savings bank,7,9471.43,10642.86,-1171.43
u haul,5,17560.0,18730.0,-1170.0
strosnider chevrolet inc,8,16843.75,18012.5,-1168.75
d. dahle mazda of murray,3,18033.33,19200.0,-1166.67
prestige autos,3,24416.67,25583.33,-1166.67
christopher chevrolet buick inc,5,3740.0,4905.0,-1165.0
turbo title loan.com,5,3610.0,4775.0,-1165.0
liberty ford,20,1880.0,3045.0,-1165.0
c&a auto ny corp,22,9672.73,10837.5,-1164.77
msd global corporation,2,11800.0,12962.5,-1162.5
route 22 nissan inc,4,7800.0,8962.5,-1162.5
touchstone financial of west valley,2,1500.0,2662.5,-1162.5
north brothers ford inc,2,5250.0,6412.5,-1162.5
long mcarthur inc,4,25362.5,26525.0,-1162.5
crediauto financial dba crediauto usa financial,2,1650.0,2812.5,-1162.5
national auto mart,2,1600.0,2762.5,-1162.5
four guys auto sales inc,2,7250.0,8412.5,-1162.5
vesta group inc,2,700.0,1862.5,-1162.5
ultimate buick gmc,4,10925.0,12087.5,-1162.5
city auto sales,2,1925.0,3087.5,-1162.5
audi of wallingford,4,23825.0,24987.5,-1162.5
remarketing by ge/manheim pennsylvania,179,14513.13,15675.28,-1162.15
della honda of glens falls,13,4415.38,5576.92,-1161.54
hertz corporation/non pgm,5,16780.0,17940.0,-1160.0
remarketing by ge/manheim utah,11,8937.73,10097.73,-1160.0
northeast acura,6,5466.67,6625.0,-1158.33
kernersville chrysler dodge jeep,7,15257.14,16414.29,-1157.14
lonestar remarketing llc,4,2325.0,3481.25,-1156.25
orbit leasing inc.,8,1981.25,3137.5,-1156.25
titlemax/san antonio tx24,46,1517.39,2673.37,-1155.98
gunn infiniti ltd,12,21200.0,22354.17,-1154.17
motorlease corporation,22,15995.45,17148.86,-1153.41
east side motors,2,23025.0,24175.0,-1150.0
land rover roaring fork,2,19900.0,21050.0,-1150.0
dorazio ford inc,5,21100.0,22250.0,-1150.0
abilene teachers fcu,3,8766.67,9916.67,-1150.0
green light auto sls llc,1,4700.0,5850.0,-1150.0
primeritus remarketing/bwk of columbia llc,1,4600.0,5750.0,-1150.0
first america title lending of georgia llc,1,1000.0,2150.0,-1150.0
bluewater motorsports ws,21,11716.67,12866.67,-1150.0
integrity automotive llc,1,22250.0,23400.0,-1150.0
williams auto mart inc,1,4500.0,5650.0,-1150.0
lemotors com,1,4000.0,5150.0,-1150.0
oswego county fcu,1,23250.0,24400.0,-1150.0
bell automotive,1,15200.0,16350.0,-1150.0
l&c auto sales & service llc,2,387.5,1537.5,-1150.0
affordable auto care,1,11300.0,12450.0,-1150.0
titlemax/kennesaw ga1,1,900.0,2050.0,-1150.0
auto expo llc,2,12775.0,13925.0,-1150.0
honda of new rochelle,2,14775.0,15925.0,-1150.0
cars connect group  llc,1,1800.0,2950.0,-1150.0
beaverton infiniti,2,21150.0,22300.0,-1150.0
costa azul auto sales,1,4600.0,5750.0,-1150.0
titlemax/houston tx16,3,1800.0,2950.0,-1150.0
columbus auto resale  inc (r),1,11000.0,12150.0,-1150.0
32 north auto sales,1,2600.0,3750.0,-1150.0
professional financial services/tampa,1,4500.0,5650.0,-1150.0
t and t auto repair and sales,3,13933.33,15083.33,-1150.0
midwest customs,1,46250.0,47400.0,-1150.0
airport mini of cleveland,1,27250.0,28400.0,-1150.0
reliant auto broker,1,1300.0,2450.0,-1150.0
a 1 custom motors llc,1,5000.0,6150.0,-1150.0
titlemax/fort worth tx7,1,3700.0,4850.0,-1150.0
b brothers auto llc,1,3500.0,4650.0,-1150.0
campervan north america,1,9000.0,10150.0,-1150.0
gravesend auto sales inc,1,11800.0,12950.0,-1150.0
sixt rent a car llc,253,27914.82,29064.43,-1149.6
afg/roquemore and roquemore inc,30,8363.33,9512.5,-1149.17
premium cars wholesale ltd,45,21426.67,22575.56,-1148.89
stream llc dba stream remarketing solutions,153,9103.27,10251.96,-1148.69
progressive remarketing,108,9661.9,10810.19,-1148.29
progressive ford inc,56,20666.96,21815.18,-1148.21
remarketing by ge/manheim seattle,25,12610.0,13758.0,-1148.0
primeritus remarketing/loan service center,11,6150.0,7297.73,-1147.73
m and t bank,139,10158.63,11306.12,-1147.48
par north america,357,9665.28,10812.11,-1146.83
future finance company inc/oak forest,21,4092.86,5238.1,-1145.24
fredy kia,5,15520.0,16665.0,-1145.0
lee county fleet service,4,4925.0,6068.75,-1143.75
central mississippi credit,4,2125.0,3268.75,-1143.75
doral buick gmc,4,13350.0,14493.75,-1143.75
gatorland toyota,17,12982.35,14125.0,-1142.65
mazda of escondido,3,2133.33,3275.0,-1141.67
opelika ford inc,6,17833.33,18975.0,-1141.67
repo remarketing/pro bureau of collections md,3,2733.33,3875.0,-1141.67
faulkner dodge ram,8,6050.0,7190.63,-1140.63
nissan of athens,5,15220.0,16360.0,-1140.0
jay chevrolet inc,5,2160.0,3300.0,-1140.0
pra recievables management llc,56,5172.32,6312.05,-1139.73
enterprise fleet management exchange,186,11548.39,12687.5,-1139.11
sensible auto lending  llc,27,2705.56,3844.44,-1138.89
steet toyota scion,2,11800.0,12937.5,-1137.5
rock road auto plaza,2,6700.0,7837.5,-1137.5
r & h auto sales llc,6,716.67,1854.17,-1137.5
bdhc inc,2,15500.0,16637.5,-1137.5
united car lot llc,2,2700.0,3837.5,-1137.5
burns buick gmc inc,17,15214.71,16351.47,-1136.76
euro motorcars inc,40,19288.75,20425.0,-1136.25
tfp international inc,70,9391.43,10527.5,-1136.07
echopark,19,13610.53,14746.05,-1135.53
oneok inc,5,8360.0,9495.0,-1135.0
u s auto importing & sales,64,20755.47,21890.23,-1134.77
krystal chrysler jeep dodge inc,4,3387.5,4518.75,-1131.25
volkswagen of corpus christi,14,13000.0,14126.79,-1126.79
big brother big sister foundation inc,1,1600.0,2725.0,-1125.0
mlg auto,1,7900.0,9025.0,-1125.0
enterprise fm trust,66,12571.97,13696.97,-1125.0
best buy auto inc.,2,20950.0,22075.0,-1125.0
jones toyota,2,20500.0,21625.0,-1125.0
plutus motor group llc,2,39550.0,40675.0,-1125.0
siu credit union,1,1900.0,3025.0,-1125.0
toyota direct,1,700.0,1825.0,-1125.0
stevens point nissan,1,4500.0,5625.0,-1125.0
remarketing by ge/strategic remarketing solution,1,3500.0,4625.0,-1125.0
a&r service center inc,1,400.0,1525.0,-1125.0
len roberts enterprises  inc.,1,5100.0,6225.0,-1125.0
tc automotive,2,2500.0,3625.0,-1125.0
nextgear,2,5750.0,6875.0,-1125.0
1st choice auto sales,1,4300.0,5425.0,-1125.0
boucher kia,4,543.75,1668.75,-1125.0
desert wholesale,1,1000.0,2125.0,-1125.0
autoworld of kansas city llc,1,1000.0,2125.0,-1125.0
oconnors auto outlet inc,2,17200.0,18325.0,-1125.0
american credit acceptance llc,1,275.0,1400.0,-1125.0
the national banks of central texas,1,4800.0,5925.0,-1125.0
your new ride auto sales & service,2,425.0,1550.0,-1125.0
ett auto sales llc,1,6900.0,8025.0,-1125.0
come n get it auto sales inc,1,1300.0,2425.0,-1125.0
larry h miller volkswagen tucson,2,6150.0,7275.0,-1125.0
point loma pre owned inc,1,2100.0,3225.0,-1125.0
410 exotic brokers llc,1,2000.0,3125.0,-1125.0
mid country finance/w st paul,3,3233.33,4358.33,-1125.0
donofrio motors inc,1,1050.0,2175.0,-1125.0
tappahannock chevrolet llc,48,4897.92,6020.83,-1122.92
onemain rem/casey's car inc,43,12517.44,13637.79,-1120.35
no limit imports inc,5,40639.8,41760.0,-1120.2
auto one acceptance llc,33,3624.24,4742.42,-1118.18
auto credit source,11,5945.45,7063.64,-1118.18
pioneer bank,9,3861.11,4977.78,-1116.67
carlson toyota,6,7550.0,8666.67,-1116.67
florida auto sales & leasing inc,3,10400.0,11516.67,-1116.67
g a o motors,3,11100.0,12216.67,-1116.67
onemain rem/international auto sales,24,4558.33,5673.96,-1115.63
audi of charlotte,7,29014.29,30128.57,-1114.29
andrews fcu,19,10307.89,11421.05,-1113.16
home credit corp inc/newbern,2,2300.0,3412.5,-1112.5
jay wolfe toyota scion of west county,2,7700.0,8812.5,-1112.5
great cars and trucks inc,2,5850.0,6962.5,-1112.5
remarketing by ge/desert fleet finance,10,30455.0,31567.5,-1112.5
cold lake ford,6,19291.67,20404.17,-1112.5
on the road again  inc,2,2475.0,3587.5,-1112.5
centra credit union,2,5950.0,7062.5,-1112.5
coastal credit llc/ft walton beach/ft walton be,14,4475.0,5585.71,-1110.71
u s rallye limited,5,7430.0,8540.0,-1110.0
bmw of chattanooga,9,18794.44,19902.78,-1108.33
roe buick inc,3,6133.33,7241.67,-1108.33
onesource/team nissan of lithia springs,6,15716.67,16825.0,-1108.33
onpoint financial corporation,8,2737.5,3843.75,-1106.25
remarketing by ge/utah power credit union,5,14860.0,15965.0,-1105.0
mobilease,45,10142.22,11247.22,-1105.0
maxon hyundai inc,5,4270.0,5375.0,-1105.0
zmax moto leasing inc,6,5333.33,6437.5,-1104.17
manheim central facilitation services group,14,19092.86,20196.43,-1103.57
vip auto enterprises inc,7,15914.29,17017.86,-1103.57
north end motors  inc.,15,3220.0,4323.33,-1103.33
coastal credit llc/virginia beach/virginia beac,62,4587.9,5689.11,-1101.21
gateway one lending & finance,370,10470.27,11570.54,-1100.27
ecocars trans,3,3600.0,4700.0,-1100.0
beaverton honda,1,200.0,1300.0,-1100.0
easy auto sales llc,1,3900.0,5000.0,-1100.0
stewart cadillac lp,1,17900.0,19000.0,-1100.0
arizona federal credit union,1,2200.0,3300.0,-1100.0
inland valley auto,1,950.0,2050.0,-1100.0
ed shults ford lincoln,1,34800.0,35900.0,-1100.0
cole ford sales inc,3,22566.67,23666.67,-1100.0
oxmoor mazda,1,19100.0,20200.0,-1100.0
gulf south auto llc,1,20300.0,21400.0,-1100.0
unique auto  inc.,1,30500.0,31600.0,-1100.0
balboa auto sales inc,1,7500.0,8600.0,-1100.0
go auto exchange atlanta,1,1800.0,2900.0,-1100.0
us postal inspection service/miami,1,700.0,1800.0,-1100.0
empire rent a car inc,3,26700.0,27800.0,-1100.0
j & a grace auto center llc,1,15000.0,16100.0,-1100.0
inver grove honda,1,21900.0,23000.0,-1100.0
auto world usa llc,1,21400.0,22500.0,-1100.0
automart auctions,1,1000.0,2100.0,-1100.0
neil huffman subaru,1,14200.0,15300.0,-1100.0
auto resource,1,3800.0,4900.0,-1100.0
estguin wholesalers llc,1,11600.0,12700.0,-1100.0
minton motor cars,1,15100.0,16200.0,-1100.0
times trading ltd,1,14400.0,15500.0,-1100.0
swope motors  inc.,1,26000.0,27100.0,-1100.0
southwest auto brokers,1,23800.0,24900.0,-1100.0
decatur transit inc,1,28700.0,29800.0,-1100.0
ada dodge chrysler jeep ram,2,18150.0,19250.0,-1100.0
repo remarketing / financial plus credit union,1,800.0,1900.0,-1100.0
tdaf remarketing/best car sale co inc,1,6800.0,7900.0,-1100.0
husker auto group llc,1,26800.0,27900.0,-1100.0
southwest financial and leasing,1,13500.0,14600.0,-1100.0
monroe bank & trust,1,23300.0,24400.0,-1100.0
united auto brokers inc,1,15000.0,16100.0,-1100.0
stamford european motors inc,1,13800.0,14900.0,-1100.0
audi reno tahoe,3,24666.67,25766.67,-1100.0
lannys autos,1,1300.0,2400.0,-1100.0
lenders assistance corp/auction advantage group,1,6800.0,7900.0,-1100.0
donlen corp for shepard chevrolet,1,10600.0,11700.0,-1100.0
tcj turbo llc,1,27700.0,28800.0,-1100.0
integrity 1st automotive llc,1,1700.0,2800.0,-1100.0
primeritus remarketing / trugrocer fcu,1,31000.0,32100.0,-1100.0
rayz auto center,1,225.0,1325.0,-1100.0
white's body shop & auto sales,1,20500.0,21600.0,-1100.0
commercial fleet financing,7,7857.14,8957.14,-1100.0
floridas finest used cars llc,1,8000.0,9100.0,-1100.0
ntl used cars trader corp,1,10800.0,11900.0,-1100.0
unique motors,1,20900.0,22000.0,-1100.0
butler leasing,3,17000.0,18100.0,-1100.0
s swope buick gmc,1,16300.0,17400.0,-1100.0
blue diamond auto sales,1,9300.0,10400.0,-1100.0
farm credit leasing exchange inc,15,16070.0,17170.0,-1100.0
tom wood ford inc,1,500.0,1600.0,-1100.0
romero cars llc,1,25000.0,26100.0,-1100.0
motors acceptance corp,1,2500.0,3600.0,-1100.0
citizens financial services,1,550.0,1650.0,-1100.0
times past,1,26300.0,27400.0,-1100.0
mcdonough toyota & scion,3,19733.33,20833.33,-1100.0
jay & r wholesale exchange,1,1900.0,3000.0,-1100.0
carter federal credit union,2,18600.0,19700.0,-1100.0
illinois title loans/automotive remarketing,3,366.67,1466.67,-1100.0
kennedy sales and leasing,1,20800.0,21900.0,-1100.0
lee & mason financial service,3,4733.33,5833.33,-1100.0
marple fleet leasing llc/non program,2,24500.0,25600.0,-1100.0
a/j automotive,1,5400.0,6500.0,-1100.0
cowboy motors of vidor,2,14450.0,15550.0,-1100.0
remarketing by ge/north american fleet sales inc,25,10920.0,12018.0,-1098.0
tebo financial services,9,1966.67,3063.89,-1097.22
city credit union,8,3875.0,4971.88,-1096.88
mid carolina credit union,4,8850.0,9943.75,-1093.75
runde chevrolet inc,297,18796.46,19890.07,-1093.6
philpott ford,7,7657.14,8750.0,-1092.86
remarketing by ge/manheim northstar,9,11077.78,12169.44,-1091.67
premier chrysler jeep of placentia,3,5216.67,6308.33,-1091.67
liberty subaru inc,5,7070.0,8160.0,-1090.0
veridian credit union,7,7185.71,8275.0,-1089.29
scratch and dent motors,7,11285.71,12375.0,-1089.29
centrus auto finance,16,4078.13,5165.62,-1087.5
titlemax/austin tx15,2,1700.0,2787.5,-1087.5
american financial inc,4,5300.0,6387.5,-1087.5
swbc,4,10975.0,12062.5,-1087.5
mangino value center inc,2,1775.0,2862.5,-1087.5
sixt rent a car,89,27803.93,28891.01,-1087.08
motormax financial services,15,1443.33,2530.0,-1086.67
langley management services  llc,5,960.0,2045.0,-1085.0
prestige land rover inc,13,24280.77,25365.38,-1084.62
remarketing by ge/penair fcu,54,6549.07,7633.33,-1084.26
john altimari auto co inc,27,14738.89,15822.22,-1083.33
seth wadley ford lincoln mercury,6,21075.0,22158.33,-1083.33
pfk automotive,3,12466.67,13550.0,-1083.33
mcgrath lexus of chicago,7,16292.86,17375.0,-1082.14
bell lexus,7,20707.14,21789.29,-1082.14
titlemax/whitehall oh1,21,2452.38,3532.14,-1079.76
automotive credit corp,73,3404.79,4480.14,-1075.34
east providence auto sales inc,1,850.0,1925.0,-1075.0
towne bmw mini,2,26025.0,27100.0,-1075.0
super discount auto sales corp,3,12866.67,13941.67,-1075.0
centennial bank,2,4250.0,5325.0,-1075.0
integrity automotive,2,9250.0,10325.0,-1075.0
pistoles auto truck & equipment llc,2,11500.0,12575.0,-1075.0
disbrowe chevrolet buick gmc cadillac ltd,1,4300.0,5375.0,-1075.0
citizens finance/aurora,1,1000.0,2075.0,-1075.0
townsgate capital corporation,1,7100.0,8175.0,-1075.0
village of hatch police department,6,3291.67,4366.67,-1075.0
titlemax/el paso tx15,1,5500.0,6575.0,-1075.0
nae fcu,1,8000.0,9075.0,-1075.0
professional financial services/virginia beach,6,6550.0,7625.0,-1075.0
salem chrysler jeep dodge,1,3550.0,4625.0,-1075.0
liquidations de camions brodo,1,6600.0,7675.0,-1075.0
source motors inc,4,15200.0,16275.0,-1075.0
precision auto group llc,1,7600.0,8675.0,-1075.0
flag/proctor automotive inc,2,21500.0,22575.0,-1075.0
saint constant kia,1,8600.0,9675.0,-1075.0
46 vans & trucks llc,3,11900.0,12975.0,-1075.0
city of cape coral,8,2762.5,3837.5,-1075.0
abc loan co of martinez llc,2,3000.0,4075.0,-1075.0
european auto house,1,1500.0,2575.0,-1075.0
brampton mitsubishi,2,2250.0,3325.0,-1075.0
champion chevrolet of fowlerville inc,4,4025.0,5100.0,-1075.0
c and m ford sales inc,1,4600.0,5675.0,-1075.0
best deals autos & tire llc,1,2100.0,3175.0,-1075.0
als linc merc inc,3,3966.67,5041.67,-1075.0
monarch auto body,1,1500.0,2575.0,-1075.0
hann financial services,333,15675.53,16750.3,-1074.77
amigo auto sales inc,8,4512.5,5584.38,-1071.88
southfield chrysler dodge jeep ram,8,2756.25,3828.13,-1071.88
bright star credit union,151,7536.42,8606.95,-1070.53
bald hill dodge-chrysler-jeep,11,4672.73,5743.18,-1070.45
credit acceptance corp/inop/southfield,5,6480.0,7550.0,-1070.0
car cash of new jersey llc,19,5597.37,6667.11,-1069.74
american bodywork & collision,9,1200.0,2269.44,-1069.44
ws healey chevrolet buick inc,7,15142.86,16210.71,-1067.86
first national bank of omaha,3,7883.33,8950.0,-1066.67
verc car rental,3,10316.67,11383.33,-1066.67
west mark financial,6,3716.67,4783.33,-1066.67
mini north scottsdale,3,16833.33,17900.0,-1066.67
fiserv/security national automotive accept corp,200,7639.0,8705.5,-1066.5
direct financial solutions inc,51,20421.57,21487.25,-1065.69
blue diamond auto sales corp 1,9,11261.11,12325.0,-1063.89
avon rent a car,2,9150.0,10212.5,-1062.5
k a dealer,2,11150.0,12212.5,-1062.5
auto credit of miami,2,3200.0,4262.5,-1062.5
car nation,2,7500.0,8562.5,-1062.5
easy money,2,775.0,1837.5,-1062.5
j & s auto credit inc,12,2033.33,3095.83,-1062.5
tri city auto sales,4,10000.0,11062.5,-1062.5
tow truck co of orlando,2,9650.0,10712.5,-1062.5
floyd auto trading llc,2,400.0,1462.5,-1062.5
manheim san francisco bay,19,11505.26,12567.11,-1061.84
remarketing by ge/deseret first credit union,20,4595.0,5656.25,-1061.25
jp morgan public,5,10660.0,11720.0,-1060.0
a-l financial,3,2433.33,3491.67,-1058.33
morell auto gallery inc,3,13066.67,14125.0,-1058.33
diablo subaru of walnut creek,3,1666.67,2725.0,-1058.33
buschmeer enterprises llc,3,11500.0,12558.33,-1058.33
central bank of the midwest,3,6433.33,7491.67,-1058.33
audi plano,15,23463.33,24521.67,-1058.33
lee & mason financial services inc,3,2666.67,3725.0,-1058.33
prestige auto mart inc,128,1807.03,2865.23,-1058.2
mtp auto leasing & services inc,4,14525.0,15581.25,-1056.25
all under 8 llc,5,1110.0,2165.0,-1055.0
murray bmw of denver,9,17766.67,18819.44,-1052.78
