seller,sale_year,units_sold,total_revenue,avg_profit
executive automotive inc,2015,1,7900.0,-725.0
executive autorama,2015,1,16400.0,-1500.0
executive business wholesale,2015,1,56500.0,3800.0
executive car leasing,2015,1,21000.0,1700.0
executive car leasing company,2015,4,278500.0,-4150.0
executive enterprises auto wholesale inc,2014,9,33200.0,-219.44
executive enterprises auto wholesale inc,2015,39,333400.0,513.46
executive fleet,2014,5,25100.0,95.0
executive image auto group,2014,4,9950.0,-81.25
executive leasing,2015,4,84000.0,643.75
executive leasing co,2014,1,14300.0,1850.0
executive motors & leasing,2015,3,17600.0,391.67
exeter finance corp,2014,265,2609050.0,-473.21
exeter finance corp,2015,1525,14619181.0,-313.44
exira auto sales,2015,1,9200.0,-475.0
exit auto sales,2014,2,3100.0,-612.5
exotic auto mall inc,2014,1,17700.0,100.0
exotic auto mall inc,2015,2,23000.0,2425.0
exotic auto sales,2015,8,112300.0,1312.5
exotic design auto inc,2014,1,7900.0,-3050.0
exotic euro cars,2014,1,75000.0,-3000.0
exotic euro cars,2015,6,223200.0,200.0
exotic leasing & sales,2015,7,78650.0,-182.14
exotic motorcars,2014,6,36000.0,70.83
exotic motoring group llc,2015,1,58500.0,200.0
exotic motors corporation,2015,1,119000.0,0.0
exotic motors imports  llc,2015,10,146050.0,1810.0
exotics car rentals for less inc,2015,4,37200.0,-993.75
expert auto brokers,2015,3,44500.0,-283.33
expert auto group inc,2014,16,146000.0,520.31
expert auto group inc,2015,127,1284650.0,389.17
explorer pipeline services co,2014,1,9300.0,-5050.0
express auto,2015,2,2550.0,-925.0
express auto credit,2015,1,1500.0,200.0
express auto finance llc,2015,1,7800.0,-1375.0
express auto llc,2015,2,15200.0,-62.5
express auto sales,2014,1,3000.0,-250.0
express auto sales,2015,1,1500.0,-325.0
express auto sales inc,2015,1,1100.0,750.0
express auto spot,2015,8,49900.0,1296.88
express car & truck rental,2014,12,439050.0,354.17
express car & truck rental,2015,96,3166200.0,-521.88
express finance co,2015,1,3600.0,475.0
expressway auto llc,2014,2,8300.0,-50.0
exquisite car sales,2014,2,12800.0,125.0
exquisite car sales,2015,5,43900.0,-495.0
extra credit union,2014,3,37500.0,-2041.67
extra credit union,2015,4,22800.0,-931.25
extraco banks na,2014,1,11500.0,-850.0
extreme auto group  llc,2015,6,14950.0,187.5
extreme auto llc,2014,1,28800.0,600.0
extreme automotive corp,2015,5,45000.0,-115.0
extreme motors,2015,2,47700.0,562.5
eynon pontiac buick inc,2015,1,36300.0,-6200.0
ez auto connection  llc,2015,1,5100.0,-425.0
ez auto wholesale,2015,1,13200.0,600.0
ez corp inc.,2014,5,7500.0,-1040.0
ez corp inc.,2015,8,12800.0,-956.25
ez dealer llc,2015,1,10200.0,-100.0
ez lease auto llc,2015,1,2900.0,-650.0
ez loan autoplex,2015,2,13100.0,212.5
ez motors llc,2014,1,2000.0,-200.0
ez rent a car inc,2014,33,495000.0,-293.18
ez rent a car inc,2015,526,7808151.0,-417.58
ez rent a car/orlando,2014,45,598900.0,-527.22
ez rent a car/orlando,2015,235,3482000.0,-407.23
ez title loans/zaina corp,2014,4,6700.0,-1093.75
ez title loans/zaina corp,2015,6,15000.0,-895.83
eze auto brokers inc,2015,3,3350.0,225.0
eze auto brokers inc 2,2014,1,11400.0,700.0
f & f auto sales llc,2014,1,15500.0,50.0
f & j auto brokers inc,2015,2,30900.0,-612.5
f & n auto,2015,4,20300.0,575.0
f & r automotive group llc,2014,1,4650.0,475.0
f a m international inc,2015,2,36400.0,-450.0
f c kerbeck & sons,2015,21,339750.0,910.71
f t motors,2014,1,450.0,-375.0
fa automotive llc,2014,1,3500.0,-1450.0
faa employees credit union,2014,2,8800.0,-1062.5
faa employees credit union,2015,2,21050.0,-1812.5
faa/dt,2014,1,5300.0,-2675.0
faa/dt,2015,16,83000.0,-1446.88
fabulous used car llc,2014,1,2550.0,275.0
fagan cars & trucks,2015,1,9200.0,375.0
fahad auto sales llc,2014,1,3300.0,-250.0
fahad auto sales llc,2015,3,14700.0,200.0
faines auto sales inc,2014,1,15000.0,-300.0
faines auto sales inc,2015,2,33000.0,1000.0
fair auto trader,2015,1,3600.0,-450.0
fair oaks chrysler jeep dodge,2015,28,377400.0,-23.21
fairchild wholesale,2015,1,28500.0,-200.0
fairfax honda volvo volkswagen,2015,1,18200.0,-2600.0
fairfield chevrolet cadillac,2014,2,97750.0,-575.0
fairfield chevrolet cadillac,2015,12,264700.0,-131.25
fairfield chrysler dodge jeep ram of danville,2015,6,90550.0,729.17
fairfield chrysler jeep dodge,2015,10,192200.0,597.5
fairfield fd vw hynd bmw,2015,19,474200.0,713.16
fairfield federal credit union,2015,1,9000.0,300.0
fairfield ford of williamsport,2015,3,44200.0,-1550.0
fairfield honda,2015,8,120250.0,-284.38
fairfield hyundai,2014,2,26900.0,-75.0
fairfield hyundai,2015,4,60400.0,-575.0
fairfield toyota,2014,3,44000.0,950.0
fairfield toyota,2015,28,430150.0,234.82
fairground auto plaza inc,2014,1,11900.0,-2000.0
fairlane auto sales,2014,1,4800.0,-150.0
fairless motors,2015,4,16850.0,43.75
fairmont fcu,2015,1,6300.0,-1500.0
fairway auto sales,2015,1,14000.0,0.0
fairway chevrolet,2014,22,220800.0,-127.27
fairway chevrolet,2015,58,746700.0,-31.9
fairway ford henderson,2014,32,420550.0,224.22
fairway ford henderson,2015,431,6992350.0,452.15
fairway ford lincoln mercury inc,2015,1,32500.0,100.0
fairway motor cars inc,2014,3,58300.0,-383.33
fairway motor cars inc,2015,27,423200.0,178.7
faith technologies inc,2015,1,7200.0,25.0
fajardo ford inc,2015,4,40900.0,700.0
falcon auto sale,2015,1,6700.0,-125.0
falcon autohaus inc,2014,4,87900.0,837.5
falcon autohaus inc,2015,23,578800.0,850.0
families first inc,2015,1,1600.0,575.0
family advantage fcu,2015,1,3000.0,-1775.0
family auto center,2014,1,28700.0,1400.0
family auto dealers llc,2014,2,3800.0,-1000.0
family auto inc,2015,2,13900.0,-600.0
family auto sales,2015,4,33800.0,287.5
family auto sales and leasing llc,2014,2,11200.0,-1500.0
family auto sales and leasing llc,2015,1,85000.0,-7000.0
family car buyers,2014,2,7800.0,-4100.0
family financial inc,2015,4,5050.0,-881.25
family ford lincoln,2015,4,51300.0,268.75
family hyundai inc,2014,11,49200.0,-740.91
family motor sales corp,2014,1,2500.0,175.0
family motors,2015,9,25800.0,444.44
family motors inc,2014,1,3150.0,850.0
family savings fcu,2015,1,6800.0,0.0
family security credit union,2015,2,13700.0,-2687.5
family toyota of burleson,2015,30,307850.0,339.17
family trust federal credit union,2015,1,9250.0,975.0
fancher sales llc,2015,1,27250.0,-650.0
fancy motors inc,2015,1,21750.0,2150.0
fannin toyota scion hyundai mazda,2014,1,2800.0,475.0
fantastic auto sales,2015,1,11900.0,2575.0
far south auto inc,2014,2,17100.0,-575.0
far south auto inc,2015,26,466000.0,212.5
faricy ford lincoln inc,2015,1,22000.0,-500.0
faris auto sale,2015,2,11400.0,1000.0
farm bureau insurance,2015,1,11800.0,-11100.0
farm credit leasing exchange inc,2014,4,51600.0,-1243.75
farm credit leasing exchange inc,2015,11,189450.0,-1047.73
farmers & merchants bank,2015,1,7900.0,2975.0
farmers financial services,2015,1,6000.0,-975.0
farmers national bank,2014,1,1400.0,-875.0
farmers national bank,2015,1,4800.0,-3700.0
farr west motors llc,2015,1,18000.0,-7500.0
fast cars,2015,1,94750.0,-250.0
fast cash 4 cars & wholesale llc,2014,14,150680.0,-796.07
fast cash 4 cars & wholesale llc,2015,5,46150.0,-335.0
fast cash title loans,2015,3,7650.0,-191.67
fast credit financial inc,2015,3,16700.0,283.33
fast lane direct llc,2015,2,42800.0,-1650.0
fast life llc,2015,1,27500.0,-2900.0
fast money lease,2015,2,3850.0,-150.0
fast title & finance inc,2014,1,19300.0,2450.0
fast title & finance inc,2015,1,18900.0,2000.0
fast trax auto,2014,1,2300.0,-2225.0
fast wheels inc,2015,1,500.0,-1500.0
fast/safe auto sales,2015,2,21400.0,1687.5
father & son 170 atlantic av car corp,2015,2,32300.0,-525.0
fatihi auto inc,2015,1,2350.0,-2250.0
faucett motors of boaz inc,2015,1,6300.0,-6350.0
faulkner auto sales,2014,2,26700.0,1162.5
faulkner auto sales,2015,5,81900.0,885.0
faulkner bmw,2014,4,17200.0,406.25
faulkner bmw,2015,9,104400.0,58.33
faulkner buick gmc,2015,27,145200.0,-487.96
faulkner cadillac,2015,6,25950.0,-383.33
faulkner cadillac inc,2014,1,6400.0,-550.0
faulkner cadillac inc,2015,19,153750.0,-1418.42
faulkner ciocca chevrolet llc,2015,1,23700.0,2700.0
faulkner ciocca ford,2015,1,23000.0,2600.0
faulkner dodge ram,2015,8,48400.0,-1140.63
faulkner fiat of mechanicsburg,2015,1,12200.0,200.0
faulkner ford of souderton,2015,1,18400.0,1350.0
faulkner harrisburg inc,2014,1,3100.0,-375.0
faulkner harrisburg inc,2015,15,63150.0,-585.0
faulkner honda used cars,2014,1,600.0,-475.0
faulkner honda used cars,2015,20,130350.0,-770.0
faulkner hyundai,2015,8,29900.0,53.13
faulkner mazda,2015,21,89200.0,-132.14
faulkner nissan,2014,2,26600.0,-1100.0
faulkner nissan,2015,11,85250.0,-600.0
faulkner nissan inc,2014,1,3350.0,-825.0
faulkner nissan inc,2015,23,100900.0,-584.78
faulkner olds inc,2015,5,22550.0,-215.0
faulkner subaru,2014,1,5800.0,-900.0
faulkner subaru,2015,50,236600.0,-11.5
faulkner subaru mechanicsburg,2015,18,84900.0,-276.39
faulkner toyota,2014,1,4000.0,-875.0
faulkner toyota,2015,38,221050.0,-570.39
faulkner volkswagen of mechanicsburg,2015,7,24350.0,71.43
fayette honda,2014,2,42800.0,-500.0
fayette honda,2015,1,16700.0,-750.0
fbi,2015,10,61100.0,115.0
fc auto sales llc,2014,1,45800.0,900.0
fca canada inc,2015,958,22294750.0,38.62
fca sales,2014,1,5100.0,1375.0
fca us llc,2015,245,5775451.0,-346.12
fca us/hertz/pv holding,2015,31,637750.0,116.13
fdic leasing,2014,7,105000.0,1039.29
fdic leasing,2015,28,435150.0,-646.43
fdx auto sales llc,2015,1,8100.0,-275.0
fed lease,2015,2,8900.0,-1612.5
fedder motors llc,2014,3,8200.0,375.0
federal asset remarketing services,2015,14,136800.0,-516.07
federal financial,2014,2,9200.0,-687.5
federal financial,2015,7,37600.0,-582.14
federal financial services inc/cary,2015,7,31300.0,-582.14
federal financial services inc/elkin,2014,1,9400.0,75.0
federal financial services inc/elkin,2015,5,48900.0,-1015.0
federal financial services inc/fredericksburg,2015,2,10500.0,-1462.5
federal financial services inc/stockbridge,2014,1,3500.0,-1550.0
federal financial services inc/stockbridge,2015,1,3000.0,750.0
federal financial services llc,2015,4,20300.0,68.75
federated capital corp,2015,1,7900.0,0.0
federated financial corporation,2014,2,14100.0,-837.5
federated financial corporation,2015,14,155400.0,241.07
federated law group llc,2014,1,5200.0,-1200.0
federated law group llc,2015,1,3600.0,-1425.0
feeny chrysler jeep dodge inc,2014,1,6200.0,-25.0
feeny chrysler jeep dodge inc,2015,2,47800.0,-300.0
feldmann imports inc,2014,3,28900.0,-725.0
feldmann imports inc,2015,37,469200.0,131.08
felix chevrolet & cadillac,2014,17,92325.0,-69.12
felix chevrolet & cadillac,2015,30,192200.0,-215.83
felt & lukes llc,2015,4,38100.0,25.0
felton holly kia,2015,1,8000.0,-3750.0
fenton auto sales,2014,16,99150.0,598.44
fenton auto sales,2015,147,1705600.0,705.78
fenton nissan of lees summit,2015,1,15700.0,1200.0
ferco motors corp,2014,28,172400.0,-166.96
ferco motors corp,2015,137,1905200.0,352.37
feretti motors,2014,3,12550.0,-1341.67
ferman bmw,2015,6,117300.0,158.33
fernandez honda,2015,6,68550.0,45.83
ferrari & maserati of san diego,2014,7,229800.0,614.29
ferrari & maserati of san diego,2015,11,329750.0,295.45
ferrari & maserati of washington,2015,1,41900.0,-800.0
ferrari of ft lauderdale,2014,1,58000.0,-8000.0
ferrari of ft lauderdale,2015,10,329200.0,340.0
ferrari of orange county,2014,2,121250.0,1025.0
ferrari of orange county,2015,24,1407000.0,-2127.08
ferretti motors llc,2014,1,4500.0,1425.0
fett motors inc,2014,1,4700.0,-300.0
feussners ford inc,2015,1,19500.0,-350.0
fiala automotive inc,2015,2,34000.0,1125.0
fiat of creve coeur,2015,1,23000.0,0.0
fiat of gaithersburg,2015,1,1250.0,-75.0
fiat of las vegas,2015,4,46200.0,-31.25
fiat of minneapolis,2014,2,1750.0,-375.0
fiat of omaha,2015,3,13200.0,1341.67
fiat of ontario,2015,17,290850.0,650.0
fiat of providence,2015,7,18250.0,-353.57
fiat of south atlanta,2015,3,9000.0,133.33
fiat of strongsville,2015,5,111500.0,-435.0
fidelity auto credit,2015,6,71750.0,-2991.67
fidelity bank,2014,7,142500.0,75.0
fidelity bank,2015,141,2107300.0,-208.87
fidelity financial,2015,11,43650.0,709.09
fidelity motors,2015,1,31000.0,-1000.0
fields alfa romeo fiat orlando,2015,2,12800.0,-1475.0
fields bmw,2014,11,284100.0,-200.0
fields bmw,2015,209,5417600.0,336.12
fields cadillac,2014,1,18500.0,-1050.0
fields cadillac,2015,5,98200.0,1000.0
fields cadillac jacksonville,2015,1,11000.0,100.0
fields chrysler jeep dodge ram,2015,5,91000.0,-340.0
fields imports inc,2014,12,108700.0,-391.67
fields imports inc,2015,3,60950.0,-1983.33
fields infiniti,2014,5,24475.0,200.0
fields jeep inc,2014,18,129100.0,301.39
fields jeep inc,2015,1,28100.0,-1300.0
fields motorcars,2015,6,162200.0,1658.33
fields motorcars orlando,2015,1,69000.0,-3000.0
fields of daytona llc,2015,3,66100.0,1533.33
fields volvo,2014,5,33950.0,240.0
fields volvo jaguar land rover waukesha,2014,2,2300.0,-387.5
fierge auto sales,2014,1,7400.0,-500.0
fierge auto sales,2015,3,31550.0,775.0
fiesta ford lincoln mercury,2014,9,71700.0,469.44
fiesta ford lincoln mercury,2015,77,774550.0,548.7
fiesta motors,2015,2,19100.0,-1450.0
fiesta motors inc,2015,1,7250.0,-525.0
fifth austin funding llc,2015,1,1050.0,-2400.0
fifth third bank,2014,26,268500.0,-777.88
fifth third bank,2015,489,5420900.0,-287.12
fifth third exchange,2014,3,25700.0,416.67
fifth third exchange,2015,2,11000.0,-650.0
fifth third exchange corp,2015,3,17800.0,441.67
fillmore auto sales inc,2015,1,13600.0,-3000.0
filyaw automotive,2014,1,5200.0,1275.0
fim auto group llc,2015,1,1300.0,-825.0
finance co of kansas inc,2015,2,5700.0,162.5
finance depot llc,2015,4,19800.0,-900.0
finance point,2015,3,12000.0,-666.67
financeco of kansas,2015,1,2000.0,-2975.0
financial freedom wholesalers llc,2014,1,550.0,-400.0
financial one credit union,2014,2,18500.0,-1562.5
financial one credit union,2015,9,59950.0,-555.56
financial partners credit union,2015,1,8800.0,-4000.0
financial plus federal credit union,2015,1,3400.0,175.0
financial services remarketing,2014,1,20100.0,-4100.0
financial services remarketing,2015,11,228250.0,-3186.36
financial services remarketing (bmw int),2015,9,1379000.0,555.56
financial services remarketing (land rovers),2015,28,632300.0,3446.43
financial services remarketing (lease),2014,398,11085250.0,227.76
financial services remarketing (lease),2015,5611,163516150.0,-195.81
financial services remarketing (other aucs),2015,9,294000.0,-566.67
financial services remarketing (repos),2014,21,416700.0,777.38
financial services remarketing (repos),2015,148,3467250.0,-311.66
financial services remarketing - bb,2015,1,26500.0,2400.0
financial services remarketing - pickup,2014,21,587500.0,-123.81
financial services remarketing - pickup,2015,108,3210750.0,39.35
financial services remarketing - stock in,2014,6,150750.0,275.0
financial services remarketing - stock in,2015,22,729000.0,652.27
financial services remarketing/rail cars,2015,222,6134125.0,-100.11
financial services remarketing/trade assets,2015,5,169000.0,-880.0
financialinx,2015,281,2734300.0,-3.47
findlay acura,2014,6,134400.0,350.0
findlay acura,2015,36,855400.0,959.72
findlay cadillac,2015,2,44400.0,250.0
findlay chevrolet,2015,20,413400.0,62.5
findlay chry dodge jeep ram,2014,1,14200.0,-600.0
findlay chry dodge jeep ram,2015,11,241000.0,438.64
findlay fiat,2015,1,18000.0,-200.0
findlay honda flagstaff,2014,4,24050.0,318.75
findlay honda flagstaff,2015,3,49800.0,908.33
findlay hyundai subaru,2014,8,124400.0,687.5
findlay hyundai subaru,2015,11,208800.0,50.0
findlay kia,2014,2,19200.0,-2975.0
findlay kia,2015,57,917050.0,458.77
findlay lincoln mercury,2015,9,167300.0,-597.22
findlay motor company,2015,20,386700.0,263.75
findlay north volkswagen,2014,8,61000.0,134.38
findlay north volkswagen,2015,68,923900.0,424.26
findlay toyota and scion,2014,12,191600.0,114.58
findlay toyota and scion,2015,11,190850.0,402.27
findlay toyota flagstaff,2014,14,63875.0,-275.0
findlay toyota flagstaff,2015,24,422750.0,136.46
findlay volkswagen,2014,8,90400.0,893.75
findlay volkswagen,2015,13,195150.0,551.92
fineline auto brokers inc,2014,1,3000.0,1075.0
finest cars inc,2015,2,16300.0,37.5
finish line auto sales llc,2015,3,59000.0,0.0
finish line ford inc,2015,1,22250.0,-2350.0
finishline services,2015,2,66300.0,900.0
finn's discount auto inc,2015,2,2450.0,-2162.5
fiore toyota scion volkswagen audi,2015,1,15000.0,-9900.0
fiores inc,2015,1,8200.0,-1000.0
firefighters first credit union,2015,1,26250.0,1150.0
firehouse auto sales,2015,1,13700.0,800.0
firkins chrysler jeep dodge,2014,26,416850.0,442.31
firkins chrysler jeep dodge,2015,329,5450180.0,748.95
firkins nissan,2015,39,585300.0,288.46
first advantage credit union,2015,1,15250.0,-2200.0
first advantage fcu,2015,1,8300.0,50.0
first america auto center,2015,3,71200.0,366.67
first america title lending of georgia llc,2015,1,1000.0,-1150.0
first american credit union,2014,3,21600.0,-1175.0
first american credit union,2015,27,250900.0,-930.56
first bank florida,2015,5,47300.0,-560.0
first bank of ohio,2014,1,3200.0,-1375.0
first cash advanced dba buckeye check cashing,2014,2,5450.0,-775.0
first cash advanced dba buckeye check cashing,2015,10,17250.0,-1420.0
first castle federal credit union,2015,1,5000.0,-1975.0
first cheyenne fcu,2015,2,28900.0,1025.0
first choice auto center,2014,3,5400.0,-416.67
first choice auto center,2015,2,4200.0,-1737.5
first choice credit union,2015,2,14200.0,-1250.0
first chrysler dodge  jeep  ram,2015,67,260500.0,-608.96
first chrysler dodge jeep ram,2015,1,3300.0,-2075.0
first citizens bank,2015,1,12900.0,-600.0
first citizens bank/raleigh,2015,1,4000.0,875.0
first citizens fcu,2015,23,209500.0,-1225.0
first class 4 x 4,2015,1,22200.0,-1400.0
first class auto,2015,1,2400.0,-125.0
first class auto inc,2015,3,57200.0,866.67
first class autos inc,2015,1,6100.0,-1050.0
first class car company,2014,1,11400.0,-300.0
first commonwealth bank,2014,1,4700.0,225.0
first commonwealth fcu,2014,1,11000.0,2825.0
first commonwealth fcu,2015,2,3900.0,-462.5
first community credit union,2014,10,73750.0,-690.0
first community credit union,2015,129,957750.0,-368.41
first credit,2015,1,11000.0,-650.0
first credit finance,2014,34,119600.0,-141.91
first credit finance,2015,231,799100.0,-329.22
first eagle funding corporation,2015,2,2300.0,25.0
first exchange bank,2015,1,3100.0,-2150.0
first fidelity bank,2015,1,23800.0,2900.0
first financial bank,2015,2,48700.0,1087.5
first financial bank n.a.,2015,1,2700.0,-200.0
first financial corp,2015,1,5800.0,-775.0
first financial credit union,2014,2,13500.0,712.5
first financial credit union,2015,6,64700.0,-720.83
first flight federal credit union,2014,2,11800.0,-387.5
first flight federal credit union,2015,16,113850.0,-439.06
first ford  inc.,2015,109,625100.0,-526.15
first ford inc,2014,1,4100.0,-775.0
first hawaiian bank,2014,16,105850.0,-1957.81
first hawaiian bank,2015,93,701300.0,-803.23
first hotline auto sales inc,2014,1,650.0,-600.0
first hotline auto sales inc,2015,3,15100.0,-1725.0
first hyundai,2015,153,703125.0,-424.51
first interstate bank,2015,2,22200.0,-787.5
first investors financial services,2014,4,34100.0,-656.25
first investors financial services,2015,43,390650.0,-1319.77
first investors servicing corp,2014,23,240300.0,7.61
first investors servicing corp,2015,363,3709950.0,-639.67
first light fcu,2014,6,37400.0,-1512.5
first light fcu,2015,57,704950.0,-748.68
first mark credit union,2015,1,1000.0,-50.0
first merit bank,2014,17,133600.0,-433.82
first merit bank,2015,63,562850.0,-535.32
first midwest bank,2014,2,7100.0,-800.0
first missouri credit union,2015,1,6700.0,-875.0
first national bank of omaha,2014,2,20550.0,-1925.0
